day;region;team;elo
85;LEC;Rogue;2633.2
85;LEC;Misfits Gaming;2603.0
85;LEC;Excel Esports;2567.5
85;LEC;Schalke 04;2534.4
85;LEC;Fnatic;2738.7
85;LEC;Origen;2718.8
86;LEC;G2 Esports;2766.8
86;LEC;MAD Lions;2659.4
86;LEC;SK Gaming;2392.1
86;LEC;Team Vitality;2386.1
86;LEC;Rogue;2633.2
86;LEC;Misfits Gaming;2603.0
86;LEC;Excel Esports;2567.5
86;LEC;Schalke 04;2534.4
86;LEC;Fnatic;2738.7
86;LEC;Origen;2718.8
87;LEC;G2 Esports;2777.2
87;LEC;MAD Lions;2640.0
87;LEC;SK Gaming;2432.1
87;LEC;Team Vitality;2375.0
87;LEC;Rogue;2593.2
87;LEC;Misfits Gaming;2614.1
87;LEC;Excel Esports;2552.7
87;LEC;Schalke 04;2524.0
87;LEC;Fnatic;2758.1
87;LEC;Origen;2733.6
88;LEC;G2 Esports;2791.3
88;LEC;MAD Lions;2671.6
88;LEC;SK Gaming;2465.4
88;LEC;Team Vitality;2420.0
88;LEC;Rogue;2563.3
88;LEC;Misfits Gaming;2600.0
88;LEC;Excel Esports;2519.4
88;LEC;Schalke 04;2553.9
88;LEC;Fnatic;2713.1
88;LEC;Origen;2702.0
89;LEC;G2 Esports;2791.3
89;LEC;MAD Lions;2671.6
89;LEC;SK Gaming;2465.4
89;LEC;Team Vitality;2420.0
89;LEC;Rogue;2563.3
89;LEC;Misfits Gaming;2600.0
89;LEC;Excel Esports;2519.4
89;LEC;Schalke 04;2553.9
89;LEC;Fnatic;2713.1
89;LEC;Origen;2702.0
90;LEC;G2 Esports;2791.3
90;LEC;MAD Lions;2671.6
90;LEC;SK Gaming;2465.4
90;LEC;Team Vitality;2420.0
90;LEC;Rogue;2563.3
90;LEC;Misfits Gaming;2600.0
90;LEC;Excel Esports;2519.4
90;LEC;Schalke 04;2553.9
90;LEC;Fnatic;2713.1
90;LEC;Origen;2702.0
91;LEC;G2 Esports;2791.3
91;LEC;MAD Lions;2671.6
91;LEC;SK Gaming;2465.4
91;LEC;Team Vitality;2420.0
91;LEC;Rogue;2563.3
91;LEC;Misfits Gaming;2600.0
91;LEC;Excel Esports;2519.4
91;LEC;Schalke 04;2553.9
91;LEC;Fnatic;2713.1
91;LEC;Origen;2702.0
92;LEC;G2 Esports;2791.3
92;LEC;MAD Lions;2671.6
92;LEC;SK Gaming;2465.4
92;LEC;Team Vitality;2420.0
92;LEC;Rogue;2563.3
92;LEC;Misfits Gaming;2600.0
92;LEC;Excel Esports;2519.4
92;LEC;Schalke 04;2553.9
92;LEC;Fnatic;2713.1
92;LEC;Origen;2702.0
93;LEC;G2 Esports;2791.3
93;LEC;MAD Lions;2671.6
93;LEC;SK Gaming;2465.4
93;LEC;Team Vitality;2420.0
93;LEC;Rogue;2563.3
93;LEC;Misfits Gaming;2600.0
93;LEC;Excel Esports;2519.4
93;LEC;Schalke 04;2553.9
93;LEC;Fnatic;2713.1
93;LEC;Origen;2702.0
94;LEC;G2 Esports;2719.4
94;LEC;MAD Lions;2743.5
94;LEC;SK Gaming;2465.4
94;LEC;Team Vitality;2420.0
94;LEC;Rogue;2563.3
94;LEC;Misfits Gaming;2600.0
94;LEC;Excel Esports;2519.4
94;LEC;Schalke 04;2553.9
94;LEC;Fnatic;2713.1
94;LEC;Origen;2702.0
95;LEC;G2 Esports;2719.4
95;LEC;MAD Lions;2743.5
95;LEC;SK Gaming;2465.4
95;LEC;Team Vitality;2420.0
95;LEC;Rogue;2563.3
95;LEC;Misfits Gaming;2600.0
95;LEC;Excel Esports;2519.4
95;LEC;Schalke 04;2553.9
95;LEC;Fnatic;2761.5
95;LEC;Origen;2653.6
96;LEC;G2 Esports;2719.4
96;LEC;MAD Lions;2743.5
96;LEC;SK Gaming;2465.4
96;LEC;Team Vitality;2420.0
96;LEC;Rogue;2651.4
96;LEC;Misfits Gaming;2511.9
96;LEC;Excel Esports;2519.4
96;LEC;Schalke 04;2553.9
96;LEC;Fnatic;2761.5
96;LEC;Origen;2653.6
97;LEC;G2 Esports;2719.4
97;LEC;MAD Lions;2743.5
97;LEC;SK Gaming;2465.4
97;LEC;Team Vitality;2420.0
97;LEC;Rogue;2651.4
97;LEC;Misfits Gaming;2511.9
97;LEC;Excel Esports;2519.4
97;LEC;Schalke 04;2553.9
97;LEC;Fnatic;2761.5
97;LEC;Origen;2653.6
98;LEC;G2 Esports;2719.4
98;LEC;MAD Lions;2743.5
98;LEC;SK Gaming;2465.4
98;LEC;Team Vitality;2420.0
98;LEC;Rogue;2651.4
98;LEC;Misfits Gaming;2511.9
98;LEC;Excel Esports;2519.4
98;LEC;Schalke 04;2553.9
98;LEC;Fnatic;2761.5
98;LEC;Origen;2653.6
99;LEC;G2 Esports;2719.4
99;LEC;MAD Lions;2743.5
99;LEC;SK Gaming;2465.4
99;LEC;Team Vitality;2420.0
99;LEC;Rogue;2651.4
99;LEC;Misfits Gaming;2511.9
99;LEC;Excel Esports;2519.4
99;LEC;Schalke 04;2553.9
99;LEC;Fnatic;2761.5
99;LEC;Origen;2653.6
100;LEC;G2 Esports;2719.4
100;LEC;MAD Lions;2743.5
100;LEC;SK Gaming;2465.4
100;LEC;Team Vitality;2420.0
100;LEC;Rogue;2651.4
100;LEC;Misfits Gaming;2511.9
100;LEC;Excel Esports;2519.4
100;LEC;Schalke 04;2553.9
100;LEC;Fnatic;2761.5
100;LEC;Origen;2653.6
101;LEC;G2 Esports;2719.4
101;LEC;MAD Lions;2743.5
101;LEC;SK Gaming;2465.4
101;LEC;Team Vitality;2420.0
101;LEC;Rogue;2575.7
101;LEC;Misfits Gaming;2511.9
101;LEC;Excel Esports;2519.4
101;LEC;Schalke 04;2553.9
101;LEC;Fnatic;2761.5
101;LEC;Origen;2729.3
102;LEC;G2 Esports;2719.4
102;LEC;MAD Lions;2652.6
102;LEC;SK Gaming;2465.4
102;LEC;Team Vitality;2420.0
102;LEC;Rogue;2575.7
102;LEC;Misfits Gaming;2511.9
102;LEC;Excel Esports;2519.4
102;LEC;Schalke 04;2553.9
102;LEC;Fnatic;2852.4
102;LEC;Origen;2729.3
103;LEC;G2 Esports;2774.4
103;LEC;MAD Lions;2652.6
103;LEC;SK Gaming;2465.4
103;LEC;Team Vitality;2420.0
103;LEC;Rogue;2575.7
103;LEC;Misfits Gaming;2511.9
103;LEC;Excel Esports;2519.4
103;LEC;Schalke 04;2553.9
103;LEC;Fnatic;2852.4
103;LEC;Origen;2674.3
104;LEC;G2 Esports;2774.4
104;LEC;MAD Lions;2652.6
104;LEC;SK Gaming;2465.4
104;LEC;Team Vitality;2420.0
104;LEC;Rogue;2575.7
104;LEC;Misfits Gaming;2511.9
104;LEC;Excel Esports;2519.4
104;LEC;Schalke 04;2553.9
104;LEC;Fnatic;2852.4
104;LEC;Origen;2674.3
105;LEC;G2 Esports;2774.4
105;LEC;MAD Lions;2652.6
105;LEC;SK Gaming;2465.4
105;LEC;Team Vitality;2420.0
105;LEC;Rogue;2575.7
105;LEC;Misfits Gaming;2511.9
105;LEC;Excel Esports;2519.4
105;LEC;Schalke 04;2553.9
105;LEC;Fnatic;2852.4
105;LEC;Origen;2674.3
106;LEC;G2 Esports;2774.4
106;LEC;MAD Lions;2652.6
106;LEC;SK Gaming;2465.4
106;LEC;Team Vitality;2420.0
106;LEC;Rogue;2575.7
106;LEC;Misfits Gaming;2511.9
106;LEC;Excel Esports;2519.4
106;LEC;Schalke 04;2553.9
106;LEC;Fnatic;2852.4
106;LEC;Origen;2674.3
107;LEC;G2 Esports;2774.4
107;LEC;MAD Lions;2652.6
107;LEC;SK Gaming;2465.4
107;LEC;Team Vitality;2420.0
107;LEC;Rogue;2575.7
107;LEC;Misfits Gaming;2511.9
107;LEC;Excel Esports;2519.4
107;LEC;Schalke 04;2553.9
107;LEC;Fnatic;2852.4
107;LEC;Origen;2674.3
108;LEC;G2 Esports;2774.4
108;LEC;MAD Lions;2652.6
108;LEC;SK Gaming;2465.4
108;LEC;Team Vitality;2420.0
108;LEC;Rogue;2575.7
108;LEC;Misfits Gaming;2511.9
108;LEC;Excel Esports;2519.4
108;LEC;Schalke 04;2553.9
108;LEC;Fnatic;2852.4
108;LEC;Origen;2674.3
109;LEC;G2 Esports;2789.6
109;LEC;MAD Lions;2637.4
109;LEC;SK Gaming;2465.4
109;LEC;Team Vitality;2420.0
109;LEC;Rogue;2575.7
109;LEC;Misfits Gaming;2511.9
109;LEC;Excel Esports;2519.4
109;LEC;Schalke 04;2553.9
109;LEC;Fnatic;2852.4
109;LEC;Origen;2674.3
110;LEC;G2 Esports;2901.5
110;LEC;MAD Lions;2637.4
110;LEC;SK Gaming;2465.4
110;LEC;Team Vitality;2420.0
110;LEC;Rogue;2575.7
110;LEC;Misfits Gaming;2511.9
110;LEC;Excel Esports;2519.4
110;LEC;Schalke 04;2553.9
110;LEC;Fnatic;2740.5
110;LEC;Origen;2674.3
111;LEC;G2 Esports;2901.5
111;LEC;MAD Lions;2637.4
111;LEC;SK Gaming;2465.4
111;LEC;Team Vitality;2420.0
111;LEC;Rogue;2575.7
111;LEC;Misfits Gaming;2511.9
111;LEC;Excel Esports;2519.4
111;LEC;Schalke 04;2553.9
111;LEC;Fnatic;2740.5
111;LEC;Origen;2674.3
112;LEC;G2 Esports;2901.5
112;LEC;MAD Lions;2637.4
112;LEC;SK Gaming;2465.4
112;LEC;Team Vitality;2420.0
112;LEC;Rogue;2575.7
112;LEC;Misfits Gaming;2511.9
112;LEC;Excel Esports;2519.4
112;LEC;Schalke 04;2553.9
112;LEC;Fnatic;2740.5
112;LEC;Origen;2674.3
113;LEC;G2 Esports;2901.5
113;LEC;MAD Lions;2637.4
113;LEC;SK Gaming;2465.4
113;LEC;Team Vitality;2420.0
113;LEC;Rogue;2575.7
113;LEC;Misfits Gaming;2511.9
113;LEC;Excel Esports;2519.4
113;LEC;Schalke 04;2553.9
113;LEC;Fnatic;2740.5
113;LEC;Origen;2674.3
114;LEC;G2 Esports;2901.5
114;LEC;MAD Lions;2637.4
114;LEC;SK Gaming;2465.4
114;LEC;Team Vitality;2420.0
114;LEC;Rogue;2575.7
114;LEC;Misfits Gaming;2511.9
114;LEC;Excel Esports;2519.4
114;LEC;Schalke 04;2553.9
114;LEC;Fnatic;2740.5
114;LEC;Origen;2674.3
115;LEC;G2 Esports;2901.5
115;LEC;MAD Lions;2637.4
115;LEC;SK Gaming;2465.4
115;LEC;Team Vitality;2420.0
115;LEC;Rogue;2575.7
115;LEC;Misfits Gaming;2511.9
115;LEC;Excel Esports;2519.4
115;LEC;Schalke 04;2553.9
115;LEC;Fnatic;2740.5
115;LEC;Origen;2674.3
116;LEC;G2 Esports;2901.5
116;LEC;MAD Lions;2637.4
116;LEC;SK Gaming;2465.4
116;LEC;Team Vitality;2420.0
116;LEC;Rogue;2575.7
116;LEC;Misfits Gaming;2511.9
116;LEC;Excel Esports;2519.4
116;LEC;Schalke 04;2553.9
116;LEC;Fnatic;2740.5
116;LEC;Origen;2674.3
117;LEC;G2 Esports;2901.5
117;LEC;MAD Lions;2637.4
117;LEC;SK Gaming;2465.4
117;LEC;Team Vitality;2420.0
117;LEC;Rogue;2575.7
117;LEC;Misfits Gaming;2511.9
117;LEC;Excel Esports;2519.4
117;LEC;Schalke 04;2553.9
117;LEC;Fnatic;2740.5
117;LEC;Origen;2674.3
118;LEC;G2 Esports;2901.5
118;LEC;MAD Lions;2637.4
118;LEC;SK Gaming;2465.4
118;LEC;Team Vitality;2420.0
118;LEC;Rogue;2575.7
118;LEC;Misfits Gaming;2511.9
118;LEC;Excel Esports;2519.4
118;LEC;Schalke 04;2553.9
118;LEC;Fnatic;2740.5
118;LEC;Origen;2674.3
119;LEC;G2 Esports;2901.5
119;LEC;MAD Lions;2637.4
119;LEC;SK Gaming;2465.4
119;LEC;Team Vitality;2420.0
119;LEC;Rogue;2575.7
119;LEC;Misfits Gaming;2511.9
119;LEC;Excel Esports;2519.4
119;LEC;Schalke 04;2553.9
119;LEC;Fnatic;2740.5
119;LEC;Origen;2674.3
120;LEC;G2 Esports;2901.5
120;LEC;MAD Lions;2637.4
120;LEC;SK Gaming;2465.4
120;LEC;Team Vitality;2420.0
120;LEC;Rogue;2575.7
120;LEC;Misfits Gaming;2511.9
120;LEC;Excel Esports;2519.4
120;LEC;Schalke 04;2553.9
120;LEC;Fnatic;2740.5
120;LEC;Origen;2674.3
121;LEC;G2 Esports;2901.5
121;LEC;MAD Lions;2637.4
121;LEC;SK Gaming;2465.4
121;LEC;Team Vitality;2420.0
121;LEC;Rogue;2575.7
121;LEC;Misfits Gaming;2511.9
121;LEC;Excel Esports;2519.4
121;LEC;Schalke 04;2553.9
121;LEC;Fnatic;2740.5
121;LEC;Origen;2674.3
122;LEC;G2 Esports;2901.5
122;LEC;MAD Lions;2637.4
122;LEC;SK Gaming;2465.4
122;LEC;Team Vitality;2420.0
122;LEC;Rogue;2575.7
122;LEC;Misfits Gaming;2511.9
122;LEC;Excel Esports;2519.4
122;LEC;Schalke 04;2553.9
122;LEC;Fnatic;2740.5
122;LEC;Origen;2674.3
123;LEC;G2 Esports;2901.5
123;LEC;MAD Lions;2637.4
123;LEC;SK Gaming;2465.4
123;LEC;Team Vitality;2420.0
123;LEC;Rogue;2575.7
123;LEC;Misfits Gaming;2511.9
123;LEC;Excel Esports;2519.4
123;LEC;Schalke 04;2553.9
123;LEC;Fnatic;2740.5
123;LEC;Origen;2674.3
124;LEC;G2 Esports;2901.5
124;LEC;MAD Lions;2637.4
124;LEC;SK Gaming;2465.4
124;LEC;Team Vitality;2420.0
124;LEC;Rogue;2575.7
124;LEC;Misfits Gaming;2511.9
124;LEC;Excel Esports;2519.4
124;LEC;Schalke 04;2553.9
124;LEC;Fnatic;2740.5
124;LEC;Origen;2674.3
125;LEC;G2 Esports;2901.5
125;LEC;MAD Lions;2637.4
125;LEC;SK Gaming;2465.4
125;LEC;Team Vitality;2420.0
125;LEC;Rogue;2575.7
125;LEC;Misfits Gaming;2511.9
125;LEC;Excel Esports;2519.4
125;LEC;Schalke 04;2553.9
125;LEC;Fnatic;2740.5
125;LEC;Origen;2674.3
126;LEC;G2 Esports;2901.5
126;LEC;MAD Lions;2637.4
126;LEC;SK Gaming;2465.4
126;LEC;Team Vitality;2420.0
126;LEC;Rogue;2575.7
126;LEC;Misfits Gaming;2511.9
126;LEC;Excel Esports;2519.4
126;LEC;Schalke 04;2553.9
126;LEC;Fnatic;2740.5
126;LEC;Origen;2674.3
127;LEC;G2 Esports;2901.5
127;LEC;MAD Lions;2637.4
127;LEC;SK Gaming;2465.4
127;LEC;Team Vitality;2420.0
127;LEC;Rogue;2575.7
127;LEC;Misfits Gaming;2511.9
127;LEC;Excel Esports;2519.4
127;LEC;Schalke 04;2553.9
127;LEC;Fnatic;2740.5
127;LEC;Origen;2674.3
128;LEC;G2 Esports;2901.5
128;LEC;MAD Lions;2637.4
128;LEC;SK Gaming;2465.4
128;LEC;Team Vitality;2420.0
128;LEC;Rogue;2575.7
128;LEC;Misfits Gaming;2511.9
128;LEC;Excel Esports;2519.4
128;LEC;Schalke 04;2553.9
128;LEC;Fnatic;2740.5
128;LEC;Origen;2674.3
129;LEC;G2 Esports;2901.5
129;LEC;MAD Lions;2637.4
129;LEC;SK Gaming;2465.4
129;LEC;Team Vitality;2420.0
129;LEC;Rogue;2575.7
129;LEC;Misfits Gaming;2511.9
129;LEC;Excel Esports;2519.4
129;LEC;Schalke 04;2553.9
129;LEC;Fnatic;2740.5
129;LEC;Origen;2674.3
130;LEC;G2 Esports;2901.5
130;LEC;MAD Lions;2637.4
130;LEC;SK Gaming;2465.4
130;LEC;Team Vitality;2420.0
130;LEC;Rogue;2575.7
130;LEC;Misfits Gaming;2511.9
130;LEC;Excel Esports;2519.4
130;LEC;Schalke 04;2553.9
130;LEC;Fnatic;2740.5
130;LEC;Origen;2674.3
131;LEC;G2 Esports;2901.5
131;LEC;MAD Lions;2637.4
131;LEC;SK Gaming;2465.4
131;LEC;Team Vitality;2420.0
131;LEC;Rogue;2575.7
131;LEC;Misfits Gaming;2511.9
131;LEC;Excel Esports;2519.4
131;LEC;Schalke 04;2553.9
131;LEC;Fnatic;2740.5
131;LEC;Origen;2674.3
132;LEC;G2 Esports;2901.5
132;LEC;MAD Lions;2637.4
132;LEC;SK Gaming;2465.4
132;LEC;Team Vitality;2420.0
132;LEC;Rogue;2575.7
132;LEC;Misfits Gaming;2511.9
132;LEC;Excel Esports;2519.4
132;LEC;Schalke 04;2553.9
132;LEC;Fnatic;2740.5
132;LEC;Origen;2674.3
133;LEC;G2 Esports;2901.5
133;LEC;MAD Lions;2637.4
133;LEC;SK Gaming;2465.4
133;LEC;Team Vitality;2420.0
133;LEC;Rogue;2575.7
133;LEC;Misfits Gaming;2511.9
133;LEC;Excel Esports;2519.4
133;LEC;Schalke 04;2553.9
133;LEC;Fnatic;2740.5
133;LEC;Origen;2674.3
134;LEC;G2 Esports;2901.5
134;LEC;MAD Lions;2637.4
134;LEC;SK Gaming;2465.4
134;LEC;Team Vitality;2420.0
134;LEC;Rogue;2575.7
134;LEC;Misfits Gaming;2511.9
134;LEC;Excel Esports;2519.4
134;LEC;Schalke 04;2553.9
134;LEC;Fnatic;2740.5
134;LEC;Origen;2674.3
135;LEC;G2 Esports;2901.5
135;LEC;MAD Lions;2637.4
135;LEC;SK Gaming;2465.4
135;LEC;Team Vitality;2420.0
135;LEC;Rogue;2575.7
135;LEC;Misfits Gaming;2511.9
135;LEC;Excel Esports;2519.4
135;LEC;Schalke 04;2553.9
135;LEC;Fnatic;2740.5
135;LEC;Origen;2674.3
136;LEC;G2 Esports;2901.5
136;LEC;MAD Lions;2637.4
136;LEC;SK Gaming;2465.4
136;LEC;Team Vitality;2420.0
136;LEC;Rogue;2575.7
136;LEC;Misfits Gaming;2511.9
136;LEC;Excel Esports;2519.4
136;LEC;Schalke 04;2553.9
136;LEC;Fnatic;2740.5
136;LEC;Origen;2674.3
137;LEC;G2 Esports;2901.5
137;LEC;MAD Lions;2637.4
137;LEC;SK Gaming;2465.4
137;LEC;Team Vitality;2420.0
137;LEC;Rogue;2575.7
137;LEC;Misfits Gaming;2511.9
137;LEC;Excel Esports;2519.4
137;LEC;Schalke 04;2553.9
137;LEC;Fnatic;2740.5
137;LEC;Origen;2674.3
138;LEC;G2 Esports;2901.5
138;LEC;MAD Lions;2637.4
138;LEC;SK Gaming;2465.4
138;LEC;Team Vitality;2420.0
138;LEC;Rogue;2575.7
138;LEC;Misfits Gaming;2511.9
138;LEC;Excel Esports;2519.4
138;LEC;Schalke 04;2553.9
138;LEC;Fnatic;2740.5
138;LEC;Origen;2674.3
139;LEC;G2 Esports;2901.5
139;LEC;MAD Lions;2637.4
139;LEC;SK Gaming;2465.4
139;LEC;Team Vitality;2420.0
139;LEC;Rogue;2575.7
139;LEC;Misfits Gaming;2511.9
139;LEC;Excel Esports;2519.4
139;LEC;Schalke 04;2553.9
139;LEC;Fnatic;2740.5
139;LEC;Origen;2674.3
140;LEC;G2 Esports;2901.5
140;LEC;MAD Lions;2637.4
140;LEC;SK Gaming;2465.4
140;LEC;Team Vitality;2420.0
140;LEC;Rogue;2575.7
140;LEC;Misfits Gaming;2511.9
140;LEC;Excel Esports;2519.4
140;LEC;Schalke 04;2553.9
140;LEC;Fnatic;2740.5
140;LEC;Origen;2674.3
141;LEC;G2 Esports;2901.5
141;LEC;MAD Lions;2637.4
141;LEC;SK Gaming;2465.4
141;LEC;Team Vitality;2420.0
141;LEC;Rogue;2575.7
141;LEC;Misfits Gaming;2511.9
141;LEC;Excel Esports;2519.4
141;LEC;Schalke 04;2553.9
141;LEC;Fnatic;2740.5
141;LEC;Origen;2674.3
142;LEC;G2 Esports;2901.5
142;LEC;MAD Lions;2637.4
142;LEC;SK Gaming;2465.4
142;LEC;Team Vitality;2420.0
142;LEC;Rogue;2575.7
142;LEC;Misfits Gaming;2511.9
142;LEC;Excel Esports;2519.4
142;LEC;Schalke 04;2553.9
142;LEC;Fnatic;2740.5
142;LEC;Origen;2674.3
143;LEC;G2 Esports;2901.5
143;LEC;MAD Lions;2637.4
143;LEC;SK Gaming;2465.4
143;LEC;Team Vitality;2420.0
143;LEC;Rogue;2575.7
143;LEC;Misfits Gaming;2511.9
143;LEC;Excel Esports;2519.4
143;LEC;Schalke 04;2553.9
143;LEC;Fnatic;2740.5
143;LEC;Origen;2674.3
144;LEC;G2 Esports;2901.5
144;LEC;MAD Lions;2637.4
144;LEC;SK Gaming;2465.4
144;LEC;Team Vitality;2420.0
144;LEC;Rogue;2575.7
144;LEC;Misfits Gaming;2511.9
144;LEC;Excel Esports;2519.4
144;LEC;Schalke 04;2553.9
144;LEC;Fnatic;2740.5
144;LEC;Origen;2674.3
145;LEC;G2 Esports;2901.5
145;LEC;MAD Lions;2637.4
145;LEC;SK Gaming;2465.4
145;LEC;Team Vitality;2420.0
145;LEC;Rogue;2575.7
145;LEC;Misfits Gaming;2511.9
145;LEC;Excel Esports;2519.4
145;LEC;Schalke 04;2553.9
145;LEC;Fnatic;2740.5
145;LEC;Origen;2674.3
146;LEC;G2 Esports;2901.5
146;LEC;MAD Lions;2637.4
146;LEC;SK Gaming;2465.4
146;LEC;Team Vitality;2420.0
146;LEC;Rogue;2575.7
146;LEC;Misfits Gaming;2511.9
146;LEC;Excel Esports;2519.4
146;LEC;Schalke 04;2553.9
146;LEC;Fnatic;2740.5
146;LEC;Origen;2674.3
147;LEC;G2 Esports;2901.5
147;LEC;MAD Lions;2637.4
147;LEC;SK Gaming;2465.4
147;LEC;Team Vitality;2420.0
147;LEC;Rogue;2575.7
147;LEC;Misfits Gaming;2511.9
147;LEC;Excel Esports;2519.4
147;LEC;Schalke 04;2553.9
147;LEC;Fnatic;2740.5
147;LEC;Origen;2674.3
148;LEC;G2 Esports;2901.5
148;LEC;MAD Lions;2637.4
148;LEC;SK Gaming;2465.4
148;LEC;Team Vitality;2420.0
148;LEC;Rogue;2575.7
148;LEC;Misfits Gaming;2511.9
148;LEC;Excel Esports;2519.4
148;LEC;Schalke 04;2553.9
148;LEC;Fnatic;2740.5
148;LEC;Origen;2674.3
149;LEC;G2 Esports;2901.5
149;LEC;MAD Lions;2637.4
149;LEC;SK Gaming;2465.4
149;LEC;Team Vitality;2420.0
149;LEC;Rogue;2575.7
149;LEC;Misfits Gaming;2511.9
149;LEC;Excel Esports;2519.4
149;LEC;Schalke 04;2553.9
149;LEC;Fnatic;2740.5
149;LEC;Origen;2674.3
150;LEC;G2 Esports;2901.5
150;LEC;MAD Lions;2637.4
150;LEC;SK Gaming;2465.4
150;LEC;Team Vitality;2420.0
150;LEC;Rogue;2575.7
150;LEC;Misfits Gaming;2511.9
150;LEC;Excel Esports;2519.4
150;LEC;Schalke 04;2553.9
150;LEC;Fnatic;2740.5
150;LEC;Origen;2674.3
151;LEC;G2 Esports;2901.5
151;LEC;MAD Lions;2637.4
151;LEC;SK Gaming;2465.4
151;LEC;Team Vitality;2420.0
151;LEC;Rogue;2575.7
151;LEC;Misfits Gaming;2511.9
151;LEC;Excel Esports;2519.4
151;LEC;Schalke 04;2553.9
151;LEC;Fnatic;2740.5
151;LEC;Origen;2674.3
152;LEC;G2 Esports;2901.5
152;LEC;MAD Lions;2637.4
152;LEC;SK Gaming;2465.4
152;LEC;Team Vitality;2420.0
152;LEC;Rogue;2575.7
152;LEC;Misfits Gaming;2511.9
152;LEC;Excel Esports;2519.4
152;LEC;Schalke 04;2553.9
152;LEC;Fnatic;2740.5
152;LEC;Origen;2674.3
153;LEC;G2 Esports;2901.5
153;LEC;MAD Lions;2637.4
153;LEC;SK Gaming;2465.4
153;LEC;Team Vitality;2420.0
153;LEC;Rogue;2575.7
153;LEC;Misfits Gaming;2511.9
153;LEC;Excel Esports;2519.4
153;LEC;Schalke 04;2553.9
153;LEC;Fnatic;2740.5
153;LEC;Origen;2674.3
154;LEC;G2 Esports;2901.5
154;LEC;MAD Lions;2637.4
154;LEC;SK Gaming;2465.4
154;LEC;Team Vitality;2420.0
154;LEC;Rogue;2575.7
154;LEC;Misfits Gaming;2511.9
154;LEC;Excel Esports;2519.4
154;LEC;Schalke 04;2553.9
154;LEC;Fnatic;2740.5
154;LEC;Origen;2674.3
155;LEC;G2 Esports;2901.5
155;LEC;MAD Lions;2637.4
155;LEC;SK Gaming;2465.4
155;LEC;Team Vitality;2420.0
155;LEC;Rogue;2575.7
155;LEC;Misfits Gaming;2511.9
155;LEC;Excel Esports;2519.4
155;LEC;Schalke 04;2553.9
155;LEC;Fnatic;2740.5
155;LEC;Origen;2674.3
156;LEC;G2 Esports;2901.5
156;LEC;MAD Lions;2637.4
156;LEC;SK Gaming;2465.4
156;LEC;Team Vitality;2420.0
156;LEC;Rogue;2575.7
156;LEC;Misfits Gaming;2511.9
156;LEC;Excel Esports;2519.4
156;LEC;Schalke 04;2553.9
156;LEC;Fnatic;2740.5
156;LEC;Origen;2674.3
157;LEC;G2 Esports;2901.5
157;LEC;MAD Lions;2637.4
157;LEC;SK Gaming;2465.4
157;LEC;Team Vitality;2420.0
157;LEC;Rogue;2575.7
157;LEC;Misfits Gaming;2511.9
157;LEC;Excel Esports;2519.4
157;LEC;Schalke 04;2553.9
157;LEC;Fnatic;2740.5
157;LEC;Origen;2674.3
158;LEC;G2 Esports;2901.5
158;LEC;MAD Lions;2637.4
158;LEC;SK Gaming;2465.4
158;LEC;Team Vitality;2420.0
158;LEC;Rogue;2575.7
158;LEC;Misfits Gaming;2511.9
158;LEC;Excel Esports;2519.4
158;LEC;Schalke 04;2553.9
158;LEC;Fnatic;2740.5
158;LEC;Origen;2674.3
159;LEC;G2 Esports;2901.5
159;LEC;MAD Lions;2637.4
159;LEC;SK Gaming;2465.4
159;LEC;Team Vitality;2420.0
159;LEC;Rogue;2575.7
159;LEC;Misfits Gaming;2511.9
159;LEC;Excel Esports;2519.4
159;LEC;Schalke 04;2553.9
159;LEC;Fnatic;2740.5
159;LEC;Origen;2674.3
160;LEC;G2 Esports;2901.5
160;LEC;MAD Lions;2637.4
160;LEC;SK Gaming;2465.4
160;LEC;Team Vitality;2420.0
160;LEC;Rogue;2575.7
160;LEC;Misfits Gaming;2511.9
160;LEC;Excel Esports;2519.4
160;LEC;Schalke 04;2553.9
160;LEC;Fnatic;2740.5
160;LEC;Origen;2674.3
161;LEC;G2 Esports;2901.5
161;LEC;MAD Lions;2637.4
161;LEC;SK Gaming;2465.4
161;LEC;Team Vitality;2420.0
161;LEC;Rogue;2575.7
161;LEC;Misfits Gaming;2511.9
161;LEC;Excel Esports;2519.4
161;LEC;Schalke 04;2553.9
161;LEC;Fnatic;2740.5
161;LEC;Origen;2674.3
162;LEC;G2 Esports;2901.5
162;LEC;MAD Lions;2637.4
162;LEC;SK Gaming;2465.4
162;LEC;Team Vitality;2420.0
162;LEC;Rogue;2575.7
162;LEC;Misfits Gaming;2511.9
162;LEC;Excel Esports;2519.4
162;LEC;Schalke 04;2553.9
162;LEC;Fnatic;2740.5
162;LEC;Origen;2674.3
163;LEC;G2 Esports;2901.5
163;LEC;MAD Lions;2637.4
163;LEC;SK Gaming;2465.4
163;LEC;Team Vitality;2420.0
163;LEC;Rogue;2575.7
163;LEC;Misfits Gaming;2511.9
163;LEC;Excel Esports;2519.4
163;LEC;Schalke 04;2553.9
163;LEC;Fnatic;2740.5
163;LEC;Origen;2674.3
164;LEC;G2 Esports;2919.4
164;LEC;MAD Lions;2619.5
164;LEC;SK Gaming;2542.3
164;LEC;Team Vitality;2488.4
164;LEC;Rogue;2617.7
164;LEC;Misfits Gaming;2490.8
164;LEC;Excel Esports;2477.4
164;LEC;Schalke 04;2485.5
